股票代码,股票简称,币种,报告期间,数据类型,总资产,总负债,净利润,营业总收入,营业总成本,研发费用,利润总额,所得税,研发投入占比,毛利率,总资产周转率
DSWL,德斯维尔工业,USD,2025-03-31,A,120208000,18088000,11138000,67610000,53967000,,11300000,162000,,20.17896760834196,0.5624417676028218
DSWL,德斯维尔工业,USD,2024-03-31,A,111076000,16906000,7709000,69368000,55465000,,7819000,110000,,20.04238265482643,0.6245093449530051
DSWL,德斯维尔工业,USD,2023-03-31,A,110379000,20730000,2059000,77337000,64498000,,2314000,255000,,16.60136803858438,0.700649580083168
DSWL,德斯维尔工业,USD,2022-03-31,A,115411000,24633000,8232000,85980000,72028000,,8067000,-165000,,16.2270295417539,0.7449896457010163
DSWL,德斯维尔工业,USD,2021-03-31,A,,,,,,,,,,,
PN,斯凯蒙太阳能,USD,2024-09-30,A,31951923,13187583,470987,49864047,43329908,1874219,1275618,109799,3.758658016666798,13.10390831293738,1.560596118111577
PN,斯凯蒙太阳能,USD,2023-09-30,A,29599605,12565465,1099661,50815675,42193756,607484,2559800,752072,1.195465769174571,16.96704609355283,1.716768686609162
PN,斯凯蒙太阳能,USD,2022-09-30,A,32845341,17154355,1618054,59059644,50059016,318308,3224375,1074568,0.5389602416160856,15.23989545212972,1.79811328492525
PN,斯凯蒙太阳能,USD,2021-09-30,A,25961389,10844648,2085916,40323538,32563195,11378,3090400,808171,0.02821677006615838,19.24519371291279,1.553211887083545
CENN,Cenntro Inc,USD,2025-09-30,Q,112709739,36566787,-6706291,4570218,4466900,518852,-6393457,-12969,11.35289388821277,2.260679906297686,0.04054856342094804
CENN,Cenntro Inc,USD,2025-06-30,Q,124398503,44652256,-9889337,6406918,6425822,648861,-8204804,-15408,10.12750592406521,-0.295056062837077,0.05150317604706224
CENN,Cenntro Inc,USD,2025-03-31,Q,129341972,55909814,-5654336,2143058,1821531,784178,-5373899,-11632,36.59154348599058,15.00318703460196,0.01656892938047983
CENN,Cenntro Inc,USD,2024-12-31,Q,132566314,54606812,-17482063,2853562,527103,868650,-6695695,11625,30.44090158195266,81.52824434864215,0.02152554381198228
CENN,Cenntro Inc,USD,2024-09-30,Q,159835186,62975254,-8971772,16230299,9932846,1401991,-5313883,-12334,8.638109501248252,38.80059757371075,0.1015439679220569
CENN,Cenntro Inc,USD,2024-06-30,Q,,,,,,,,,,,
TC,团车,USD,2024-12-31,A,44143000,184950000,-187991000,49176000,15596000,11890000,-187991000,0,24.17846103790467,68.28534244346835,1.114015812246562
TC,团车,USD,2023-12-31,A,119348000,99864000,-82971000,162367000,68942000,11267000,-82971000,0,6.939217944533064,57.53940147936465,1.360450112276703
TC,团车,USD,2022-12-31,A,235269000,142485000,-166490000,183188000,70537000,19799000,-171941000,-5451000,10.8080223595432,61.49474856431644,0.778632118978701
TC,团车,USD,2021-12-31,A,353075000,159765000,-101945000,357552000,85290000,35651000,-101945000,0,9.970857385778851,76.14612699691233,1.012680025490335
VSA,VisionSys AI Inc ADR,USD,2024-12-31,A,100617000,1904212000,-586542000,1170858000,747156000,19101000,-503937000,31492000,1.631367766202221,36.18730879406384,11.63678106085453
VSA,VisionSys AI Inc ADR,USD,2023-12-31,A,1018243000,2519593000,8926000,1375192000,750840000,11654000,14362000,-7972000,0.8474453021832588,45.40107854030565,1.350553846184064
VSA,VisionSys AI Inc ADR,USD,2022-12-31,A,1337500000,2844181000,83520000,1399844000,728416000,20248000,-16566000,-14504000,1.446446889796291,47.9644874714611,1.046612336448598
VSA,VisionSys AI Inc ADR,USD,2021-12-31,A,1641782000,3234202000,-474547000,1236273000,795669000,40311000,-392837000,116451000,3.260687566581168,35.63970093984096,0.7530067938374279
SOHU,搜狐,USD,2025-09-30,Q,1690595000,633929000,8666000,180161000,34866000,61820000,25302000,16636000,34.3137526989748,80.64730990613951,0.1065666229936797
SOHU,搜狐,USD,2025-06-30,Q,1676517000,614432000,-20016000,126267000,28291000,58824000,-11079000,8937000,46.58699422652,77.59430413330483,0.07531507285640408
SOHU,搜狐,USD,2025-03-31,Q,1703481000,609311000,182160000,135645000,33146000,62972000,-7240000,-189391000,46.42412178849202,75.56415643776033,0.07962812617223204
SOHU,搜狐,USD,2024-12-31,Q,1734666000,811978000,-21291000,134684000,37033000,61584000,-6873000,14387000,45.72480769801906,72.5037866413234,0.07764261246833684
SOHU,搜狐,USD,2024-09-30,Q,1788127000,814252000,-16347000,151992000,39615000,62231000,-1319000,15028000,40.94360229485762,73.93612821727459,0.08500067388949442
SOHU,搜狐,USD,2024-06-30,Q,,,,,,,,,,,
JD,京东,USD,2025-09-30,Q,713529000000,409109000000,5276000000,299059000000,248585000000,5646000000,6633000000,252000000,1.887921781320743,16.87760609110577,0.4191266227441351
JD,京东,USD,2025-06-30,Q,706939000000,409650000000,6178000000,356660000000,300020000000,5299000000,6699000000,-10000000,1.485728705209443,15.88067066674143,0.504513119236596
JD,京东,USD,2025-03-31,Q,677862000000,369191000000,10890000000,301082000000,253234000000,4621000000,13342000000,2063000000,1.534797829162819,15.89201612849656,0.4441641514054483
JD,京东,USD,2024-12-31,Q,698234000000,384937000000,9854000000,346986000000,293869000000,4384000000,11614000000,750000000,1.263451551359421,15.30811041367663,0.4969480145624533
JD,京东,USD,2024-09-30,Q,643559000000,346814000000,11731000000,260387000000,215344000000,4396000000,15243000000,2406000000,1.688256326160676,17.29848264314271,0.4046047060176301
YQ,一起教育科技,USD,2025-09-30,Q,482512000,148364000,-44513000,20009000,9762000,15248000,-44513000,0,76.20570743165575,51.2119546204208,0.04146839871339988
YQ,一起教育科技,USD,2025-06-30,Q,493899000,148660000,-25952000,25410000,10798000,12002000,-25946000,6000,47.23337268791814,57.50491932310114,0.05144776563629406
YQ,一起教育科技,USD,2025-03-31,Q,518184000,149468000,-30944000,21668000,13835000,12592000,-30944000,0,58.11334687096179,36.15008307181097,0.04181526253222793
YQ,一起教育科技,USD,2024-12-31,Q,549517000,155878000,-63748000,36593000,24309000,16969000,-63748000,0,46.37225698904162,33.56926188068756,0.06659120645949079
YQ,一起教育科技,USD,2024-09-30,Q,555711000,153868000,-17401000,59627000,23289000,12789000,-17401000,0,21.44833716269475,60.94219061834404,0.1072985778579154
YQ,一起教育科技,USD,2024-06-30,Q,,,,,,,,,,,
HERE,奇梦岛,USD,2025-09-30,Q,1445764000,335144000,291611000,127147000,74725000,15820000,-24587000,1170000,12.44229120624159,41.22944308556238,0.08794450546562232
HERE,奇梦岛,USD,2025-06-30,Q,,,,,,,,,,,
HERE,奇梦岛,USD,2025-03-31,Q,1722607000,918612000,41145000,570706000,96556000,20891000,57424000,16280000,3.660553770242472,83.08130631183131,0.3313036577698802
HERE,奇梦岛,USD,2024-12-31,Q,1487012000,823022000,126756000,726647000,122512000,28354000,145739000,18983000,3.902032210963507,83.14009415851163,0.4886624990248902
HERE,奇梦岛,USD,2024-09-30,Q,1516854000,914132000,80688000,810404000,134448000,28080000,113920000,33232000,3.464938475130922,83.4097561216381,0.5342663169955711
HERE,奇梦岛,USD,2024-06-30,Q,1426019000,909535000,196607000,1000083000,141252000,21213000,244883000,48276000,2.121123946712423,85.87597229429957,0.7013111326006175
POM,石榴云医,USD,2024-12-31,A,46227586,2140960106,-143360926,342557920,294863867,3002040,-37365434,0,0.876359828434269,13.92291645161788,7.410248936641424
POM,石榴云医,USD,2023-12-31,A,66307497,2027727136,-145390832,304852971,266131202,3370945,-36949421,0,1.105760914496713,12.70178501885094,4.597564148741733
POM,石榴云医,USD,2022-12-31,A,48617692,1946620159,-125510228,245216716,190355421,3587898,-19832028,0,1.463153922997647,22.37257553029134,5.043775340055221
POM,石榴云医,USD,2021-12-31,A,19311256,1796801616,-188402525,215384670,162877305,4281951,-96181846,0,1.988048174459213,24.37841328261663,11.15332270464438
JXG,金铉集团,USD,2024-12-31,A,29687714,8785205,3073834,49840288,41487972,,3818032,744225,,16.75816159007749,1.678818652052495
JXG,金铉集团,USD,2023-12-31,A,21918401,6763706,3043779,31840588,26384219,,3043779,0,,17.13652084565775,1.452687538657587
JXG,金铉集团,USD,2022-12-31,A,16256277,3930385,-73492431,79874727,78410244,,-55382660,621,,1.833474811125176,4.913469855367253
JXG,金铉集团,USD,2021-12-31,A,38094422,7222081,-37215483,54040948,53193237,,-7346874,5495,,1.568645686970554,1.418605275071505
DQ,大全新能源,USD,2025-09-30,Q,6342224000,497345000,-14918000,244601000,234949000,559000,-11886000,2958000,0.2285354516130351,3.946018209246896,0.03856707047874688
DQ,大全新能源,USD,2025-06-30,Q,6290031000,483126000,-76478000,75189000,156595000,796000,-106817000,-8172000,1.058665496282701,-108.2684967215949,0.01195367717583586
DQ,大全新能源,USD,2025-03-31,Q,6310686000,497336000,-71837000,123914000,205449000,507000,-105007000,-12274000,0.4091547363494036,-65.79966751133851,0.01963558319967116
DQ,大全新能源,USD,2024-12-31,Q,6418243000,560377000,-180182000,195359000,260622000,372000,-290486000,-48973000,0.1904186651242072,-33.40670253226111,0.03043808095143796
DQ,大全新能源,USD,2024-09-30,Q,7048705000,724284000,-60724000,198496000,259090000,813000,-88937000,-12007000,0.4095800419152023,-30.52655972916331,0.02816063376180447
DQ,大全新能源,USD,2024-06-30,Q,,,,,,,,,,,
HXHX,昊鑫控股,USD,2024-12-31,A,32379245,14006704,3173703,25571810,19086439,,4593844,1420141,,25.36140773766112,0.7897593041468385
HXHX,昊鑫控股,USD,2023-12-31,A,28149538,12451564,3969498,26664602,19805055,,5504289,1534791,,25.72529303081291,0.9472482994214683
HXHX,昊鑫控股,USD,2022-12-31,A,21686292,9300526,4286999,28948039,21205463,,5923305,1636306,,26.74646113334309,1.334854248019901
HXHX,昊鑫控股,USD,2021-12-31,A,20393413,11499371,5269448,29925498,22100784,,7003015,1733567,,26.14731424018407,1.467409991647793
CYD,玉柴国际,USD,2024-12-31,A,27048094000,14748529000,323055000,19133575000,16315074000,984659000,620540000,128798000,5.146236393355659,14.73065540548486,0.7073908793721287
CYD,玉柴国际,USD,2023-12-31,A,25757618000,13581993000,285518000,18046349000,15502876000,876578000,571352000,148496000,4.857370319060104,14.0941139950247,0.7006218121566986
CYD,玉柴国际,USD,2022-12-31,A,24137556000,12302492000,218581000,16030636000,13857659000,836438000,394726000,59065000,5.217746819277788,13.55515152362015,0.6641366673577059
CYD,玉柴国际,USD,2021-12-31,A,24905309000,13289965000,272673000,21265930000,18507839000,848812000,451710000,43816000,3.991417257557041,12.96952919529031,0.8538713573077933
MLCO,新濠博亚娱乐,USD,2025-09-30,Q,8102830000,9056134000,74686000,1309507000,801082000,996000,62905000,845000,0.0760591581411936,38.82568019873128,0.1616110667507525
MLCO,新濠博亚娱乐,USD,2025-06-30,Q,7812504000,8885846000,17192000,1328211000,871248000,1846000,21253000,11898000,0.1389839415574784,34.40439809638679,0.1700109209544085
MLCO,新濠博亚娱乐,USD,2025-03-31,Q,7903733000,8850669000,32532000,1232308000,775361000,3424000,32359000,4612000,0.2778526147683858,37.08058375016635,0.1559146798101606
MLCO,新濠博亚娱乐,USD,2024-12-31,Q,7985343000,8925307000,-20274000,1191018000,778622000,1892000,-34949000,4963000,0.158855701593091,34.62550524005515,0.1491505123824988
MLCO,新濠博亚娱乐,USD,2024-09-30,Q,7994828000,8886059000,27257000,1175133000,742448000,1469000,17552000,4862000,0.1250071268528754,36.82008759859522,0.1469866518704342
TIRX,天睿祥,USD,2024-10-31,A,39979194,6089064,-3986925,3219336,1701489,,-3944805,42123,,47.14782799931415,0.08052528522711089
TIRX,天睿祥,USD,2023-10-31,A,35479774,3062868,-2453977,1244247,460791,,-2292643,161339,,62.96627598860998,0.03506919181615982
TIRX,天睿祥,USD,2022-10-31,A,35030828,1548806,-4684157,1351909,2691751,,-4660550,23639,,-99.10741033605073,0.03859197961292836
TIRX,天睿祥,USD,2021-10-31,A,40350466,1355564,-1944549,2790617,948900,,-1920048,24529,,65.99676702320669,0.06915947389554311
BABA,阿里巴巴,USD,2025-09-30,Q,1883880000000,772095000000,21019000000,247795000000,150781000000,17095000000,23921000000,5550000000,6.898847837930547,39.15091103533162,0.1315343864789689
BABA,阿里巴巴,USD,2025-06-30,Q,1847085000000,753766000000,40649000000,247652000000,136429000000,15001000000,50234000000,8865000000,6.057290068321677,44.91100415098606,0.134077208141477
BABA,阿里巴巴,USD,2025-03-31,Q,1804227000000,714121000000,12559000000,236454000000,145626000000,14934000000,18473000000,6854000000,6.315816184120379,38.41254535765942,0.1310555711670427
BABA,阿里巴巴,USD,2024-12-31,Q,1854964000000,760169000000,49127000000,280154000000,162524000000,14662000000,54454000000,11149000000,5.233550118863197,41.98762109411253,0.1510293461220811
BABA,阿里巴巴,USD,2024-09-30,Q,1762712000000,704834000000,44033000000,236503000000,144029000000,14182000000,49948000000,7379000000,5.996541270089597,39.10056109224831,0.1341699608330799
BABA,阿里巴巴,USD,2024-06-30,Q,,,,,,,,,,,
SEED,奥瑞金种业,USD,2024-09-30,A,131562000,190161000,20712000,113381000,97314000,10126000,18739000,61000,8.930949630008556,14.17080463216941,0.8618066006901689
SEED,奥瑞金种业,USD,2023-09-30,A,238506000,319766000,55332000,93307000,76060000,7447000,62831000,162000,7.981180404471261,18.48414374055537,0.3912144767846511
SEED,奥瑞金种业,USD,2022-09-30,A,135955000,308597000,-6265000,52580000,36386000,7434000,2311000,-14000,14.13845568657284,30.79878280715101,0.3867456143576919
SEED,奥瑞金种业,USD,2021-09-30,A,119038000,304636000,-91529000,46425000,33611000,1979000,-126903000,178000,4.26278944534195,27.60150780829295,0.3900015121221795
STG,尚德机构,USD,2025-09-30,Q,2124904000,1209615000,125436000,523049000,60314000,8671000,153054000,24360000,1.657779672650172,88.46876678858003,0.2461518261530874
STG,尚德机构,USD,2025-06-30,Q,2151051000,1361674000,126645000,539015000,69641000,6946000,140452000,13550000,1.288646883667431,87.07995139281837,0.2505821572803248
STG,尚德机构,USD,2025-03-31,Q,2119541000,1459452000,75176000,487625000,72336000,6242000,85761000,9774000,1.280082030248654,85.16564983337605,0.2300616029602636
STG,尚德机构,USD,2024-12-31,Q,2121163000,1521305000,57806000,483477000,81687000,4492000,67944000,8275000,0.9291031424452456,83.10426349133463,0.2279301496396081
STG,尚德机构,USD,2024-09-30,Q,2153968000,1609453000,89289000,491264000,82093000,5849000,82053000,-6506000,1.190602201667535,83.28943297290256,0.2280739546734213
STG,尚德机构,USD,2024-06-30,Q,,,,,,,,,,,
ACMR,ACM Research Inc-A,USD,2025-09-30,Q,2770643000,885429000,35889000,269160000,156011000,39651000,49087000,2689000,14.73138653588943,42.03782137018873,0.09714712433178868
ACMR,ACM Research Inc-A,USD,2025-06-30,Q,2039715000,848026000,29760000,215372000,110911000,33817000,38161000,1891000,15.70166966922348,48.50259086603644,0.1055892612448308
ACMR,ACM Research Inc-A,USD,2025-03-31,Q,1933768000,778415000,20380000,172347000,89797000,27503000,27166000,2153000,15.95792209902116,47.89755551300574,0.08912496224986659
ACMR,ACM Research Inc-A,USD,2024-12-31,Q,1855721000,759815000,31080000,223471000,112656000,27750000,56425000,17319000,12.41771863015783,49.5880897297636,0.1204227359608476
ACMR,ACM Research Inc-A,USD,2024-09-30,Q,1794175000,725092000,30904000,203976000,99142000,27837000,42679000,4007000,13.64719378750441,51.39526218770835,0.1136879066980646
SUGP,荣志集团,USD,2024-09-30,A,157077960,59356264,10653488,182164539,134568099,,11961230,1307742,,26.12826857591642,1.15970782279067
SUGP,荣志集团,USD,2023-09-30,A,114440119,58015578,9697369,163690966,115648013,,12141994,2338850,,29.34978891871162,1.430363472446232
SUGP,荣志集团,USD,2022-09-30,A,93536089,51875012,7762677,136447442,97220327,,10222751,1972577,,28.7488826650191,1.458767877284243
SUGP,荣志集团,USD,2021-09-30,A,99363726,57912423,5799176,117565797,81595840,,9106673,3084527,,30.59559660876538,1.183186276649891
KBSX,FST Corp,USD,2025-09-30,Q,61009637,50266285,-672771,12554939,7631555,342679,-493023,222933,2.729435802117398,39.21471860596057,0.2057861612912072
KBSX,FST Corp,USD,2024-12-31,Q,58581031,35582757,-1554901,10142024,5477339,296948,-1199337,355564,2.927896837948717,45.99363006831773,0.1731281240167999
KBSX,FST Corp,USD,2024-09-30,Q,,,-1757891,8527875,5221519,339700,-1824659,-66768,3.983407355290738,38.77115928645765,
EPOW,晖阳新能源,USD,2024-12-31,A,143023032,115728359,-11776436,64997741,70795321,2507324,-17975601,5563,3.857555603355507,-8.919663838778643,0.4544564612502411
EPOW,晖阳新能源,USD,2023-12-31,A,120504530,75172766,-24232580,45050405,57453656,1193082,-32920950,-226,2.648326912932303,-27.53194116678862,0.3738482279462855
EPOW,晖阳新能源,USD,2022-12-31,A,107022374,33660777,-22636622,38125668,39476046,1053882,-22315432,808970,2.76423222276394,-3.541913023005918,0.3562401633886387
EPOW,晖阳新能源,USD,2021-12-31,A,58695084,1720882,-8403260,7409272,3886654,2151565,-8950913,-236581,29.03881784877111,47.54337538154896,0.1262332634194714
EM,怪兽充电,USD,2024-12-31,Q,4127560000,1471039000,-27842000,543508000,405054000,22354000,-20301000,7541000,4.112910941513281,25.47414205494675,0.1316777951138203
EM,怪兽充电,USD,2024-09-30,Q,4142056000,1495922000,4246000,490783000,298396000,20042000,28569000,24323000,4.083678530022433,39.20001304038648,0.1184877751532089
EM,怪兽充电,USD,2024-06-30,Q,4272499000,1588426000,9178000,462923000,219600000,20812000,20191000,11013000,4.495780075736137,52.56230517818297,0.1083494694791034
UCAR,优品车,USD,2024-12-31,A,385714000,64734000,-47922000,44290000,33827000,2985000,-56362000,0,6.739670354481825,23.62384285391736,0.1148260109822304
UCAR,优品车,USD,2023-12-31,A,428988000,84368000,-19338000,19764000,7592000,2184000,-22853000,2613000,11.05039465695203,61.58672333535722,0.04607121877535036
UCAR,优品车,USD,2022-12-31,A,281854000,76839000,-45921000,7796000,5137000,9352000,-57662000,5000,119.9589533093894,34.10723447922011,0.02765971034649145
UCAR,优品车,USD,2021-12-31,A,353669000,95987000,-41399000,8010000,5137000,5374000,-46482000,2582000,67.09113607990012,35.86766541822722,0.02264829544008664
HDL,海底捞,USD,2025-09-30,Q,719600000,337561000,3609000,214048000,142258000,,6303000,2710000,,33.53920615936612,0.2974541411895498
HDL,海底捞,USD,2025-06-30,Q,702439000,327532000,16414000,198950000,137905000,,19538000,3147000,,30.68358884141744,0.2832274403898417
HDL,海底捞,USD,2025-03-31,Q,684655000,316868000,11938000,197783000,136999000,,15135000,3255000,,30.73267166541108,0.2888798007755731
HDL,海底捞,USD,2024-12-31,Q,684425000,322764000,-11340000,208762000,129030000,,-8605000,3003000,,38.1927745470919,0.305018080870804
HDL,海底捞,USD,2024-09-30,Q,666434000,305527000,37724000,198616000,131293000,,41220000,3564000,,33.89606074032304,0.2980280117761099
RDGT,Ridgetech Inc,USD,2025-03-31,A,64484872,34848490,10194467,119971638,116132823,,-950660,503524,,3.19976876534769,1.860461752951917
RDGT,Ridgetech Inc,USD,2024-03-31,A,95057090,80763953,-4234228,123994053,119115636,,-827069,-41363,,3.934395950425139,1.304416672128297
RDGT,Ridgetech Inc,USD,2023-03-31,A,90970602,74303450,-21138525,120199193,116597751,,-15440760,394541,,2.996228102795998,1.321297104310687
RDGT,Ridgetech Inc,USD,2022-03-31,A,106384209,83645423,-3192119,164392555,127873515,,-2098640,1099726,,22.21453398543504,1.545272146545734
RDGT,Ridgetech Inc,USD,2021-03-31,A,,,,,,,,,,,
RCON,研控科技,USD,2024-06-30,A,552389514,61455617,-49871259,68854280,47976836,14288879,-51435810,30,20.75234684031261,30.32120007645131,0.1246480576747516
RCON,研控科技,USD,2023-06-30,A,531824577,92673674,-59167301,67114378,48247395,8806205,-61458053,18339,13.12118991850003,28.1116856957238,0.1261964581979069
RCON,研控科技,USD,2022-06-30,A,490242084,77357323,95586795,83777571,64352834,8964217,93675521,-613874,10.70002017604449,23.18608282400549,0.1708902065617035
RCON,研控科技,USD,2021-06-30,A,566516660,279001194,-22832734,47938575,40723547,5846295,-26391079,-524251,12.19538753498618,15.05056835752836,0.0846198856711469
SDA,盛大科技,USD,2025-09-30,Q,273976000,185206000,-91000,115775000,52822000,1671000,1958000,549000,1.443316778233643,54.37529691211401,0.4225735100884749
SDA,盛大科技,USD,2025-03-31,Q,276681000,187067000,-3402000,102595000,48422000,923000,-3731000,-84000,0.8996539792387545,52.80276816608996,0.3708060907687915
SDA,盛大科技,USD,2024-12-31,Q,246728000,180494000,-3916000,129188000,231591000,6619000,-958000,1922000,5.123540886150416,-79.266650153265,0.5236049414740118
SDA,盛大科技,USD,2024-09-30,Q,252055000,176850000,-2164000,109623000,51222000,1420000,-769000,664000,1.295348603851382,53.27440409403136,0.4349169824046339
SDA,盛大科技,USD,2024-06-30,Q,243936000,174496000,-59316000,117499000,63133000,31599000,-54687000,466000,26.89299483399859,46.26932995174427,0.4816796208841663
WTG,Wintergreen Acquisition Corp,USD,2025-09-30,Q,58319845,66274,566442,0,,,566442,0,,,
WTG,Wintergreen Acquisition Corp,USD,2025-06-30,Q,57751032,63903,113309,0,,,113309,0,,,
WTG,Wintergreen Acquisition Corp,USD,2025-03-31,Q,414544,475000,-75157,0,,,-75157,,,,
WTG,Wintergreen Acquisition Corp,USD,2024-09-30,Q,,,-3595,0,,,-3595,0,,,
GIGM,和信超媒体,USD,2025-09-30,Q,41233000,2411000,-971000,916000,458000,165000,-971000,0,18.01310043668122,50,0.02221521596779279
GIGM,和信超媒体,USD,2025-06-30,Q,41698000,2278000,844000,868000,391000,157000,844000,0,18.08755760368664,54.95391705069125,0.02081634610772699
GIGM,和信超媒体,USD,2025-03-31,Q,41846000,2060000,-677000,859000,399000,195000,-677000,0,22.70081490104773,53.55064027939464,0.02052764899870956
GIGM,和信超媒体,USD,2024-12-31,Q,42358000,2015000,-463000,755000,357000,164000,-463000,0,21.72185430463576,52.71523178807948,0.01782425988006988
GIGM,和信超媒体,USD,2024-09-30,Q,44514000,2742000,-320000,769000,397000,170000,-320000,0,22.10663198959688,48.37451235370611,0.01727546389899807
GIGM,和信超媒体,USD,2024-06-30,Q,,,,,,,,,,,
YSG,逸仙电商,USD,2025-09-30,Q,4020785000,1007637000,-65962000,998416000,217934000,39755000,-70685000,-310000,3.981807182577203,78.17202448678707,0.2483136999367039
YSG,逸仙电商,USD,2025-06-30,Q,4043260000,904346000,-17668000,1086732000,236335000,36116000,-20238000,-763000,3.323358472926167,78.2526878752075,0.2687761855532417
YSG,逸仙电商,USD,2025-03-31,Q,3877407000,762656000,-5303000,833533000,174406000,22637000,-6034000,-433000,2.715789296884466,79.0762933201205,0.2149717581878818
YSG,逸仙电商,USD,2024-12-31,Q,3970867000,867852000,-384234000,1148522000,255536000,26345000,-381192000,-2388000,2.293817619514472,77.75088330915733,0.289237086006658
YSG,逸仙电商,USD,2024-09-30,Q,4460729000,789676000,-121067000,677016000,163191000,25338000,-121052000,4000,3.742599879471091,75.89554752029494,0.1517725017592416
YHGJ,运鸿绿色CTI,USD,2025-09-30,Q,22171000,11630000,-811000,2953000,2886000,,-811000,,,2.268879105993905,0.133192007577466
YHGJ,运鸿绿色CTI,USD,2025-06-30,Q,22736000,11385000,-185000,5457000,4479000,,-185000,,,17.92193512919186,0.2400158339197748
YHGJ,运鸿绿色CTI,USD,2025-03-31,Q,24593000,14115000,-416000,4802000,3936000,,-416000,,,18.0341524364848,0.1952588134835116
YHGJ,运鸿绿色CTI,USD,2024-12-31,Q,25578000,14875000,683000,6165000,4132000,,683000,,,32.9764801297648,0.241027445460943
YHGJ,运鸿绿色CTI,USD,2024-09-30,Q,20619000,10686000,-1193000,2540000,2560000,,-1193000,,,-0.7874015748031495,0.1231873514719434
YHGJ,运鸿绿色CTI,USD,2024-06-30,Q,,,,,,,,,,,
JL,J-Long Group Ltd-A,USD,2025-03-31,A,23454137,8409737,2593248,39075090,27817851,,3169906,657566,,28.80924650461458,1.666021222609896
JL,J-Long Group Ltd-A,USD,2024-03-31,A,16894061,6720913,783660,28378669,21581411,,910501,126841,,23.95199718492788,1.679801499473691
JL,J-Long Group Ltd-A,USD,2023-03-31,A,20605613,9257814,6656151,38292397,28253752,,7753877,1097726,,26.21576549517127,1.858347868612305
JL,J-Long Group Ltd-A,USD,2022-03-31,A,19290589,12227395,4483642,38292412,29436421,,5360038,876396,,23.12727388392249,1.985030731824726
SXTC,苏轩堂,USD,2025-03-31,A,21663508,6223746,-3303652,1740907,1373480,,-3303652,0,,21.10549271155783,0.08036126928288807
SXTC,苏轩堂,USD,2024-03-31,A,23127057,9196611,-3098532,1928497,1374526,,-3098532,0,,28.72553081492997,0.08338704747430682
SXTC,苏轩堂,USD,2023-03-31,A,29554056,14862761,-5934772,1971679,1545408,,-5934772,0,,21.61969570097364,0.06671432848337297
SXTC,苏轩堂,USD,2022-03-31,A,33546273,17121565,-5736095,2602281,1350638,,-5407949,328146,,48.09791871054664,0.07757287970559353
SXTC,苏轩堂,USD,2021-03-31,A,,,,,,,,,,,
ZKH,震坤行,USD,2025-09-30,Q,6386682000,3429355000,-24307000,2328354000,1938177000,40339000,-24300000,7000,1.732511465180982,16.75763221571977,0.3645639472890618
ZKH,震坤行,USD,2025-06-30,Q,6259865000,3265519000,-53509000,2166774000,1809787000,41471000,-53561000,-52000,1.913951339641328,16.47550690565791,0.3461374965754054
ZKH,震坤行,USD,2025-03-31,Q,6121891000,3084813000,-66723000,1935372000,1603254000,39613000,-66476000,247000,2.046789971126998,17.16042187238422,0.316139571906785
ZKH,震坤行,USD,2024-12-31,Q,6611236000,3512745000,-256393000,8436323000,6981199000,162402000,-255464000,929000,1.925032979415321,17.24832015085245,1.276058364880637
ZKH,震坤行,USD,2024-09-30,Q,6741589000,3660950000,-81751000,2280690000,1892284000,49785000,-81160000,591000,2.182892019520408,17.03019700178455,0.3383015487891653
ZKH,震坤行,USD,2024-06-30,Q,,,,,,,,,,,
WDH,水滴,USD,2025-09-30,Q,6613455000,1540740000,158466000,974860000,475114000,58327000,168096000,9630000,5.983115524280409,51.26336089284615,0.1474055542828975
WDH,水滴,USD,2025-06-30,Q,6523028000,1510433000,140159000,837959000,416493000,51945000,137368000,-2852000,6.198990642740277,50.29673289504618,0.1284616592171611
WDH,水滴,USD,2025-03-31,Q,6488392000,1554838000,108195000,753694000,374218000,56244000,117583000,13328000,7.462444971035991,50.34881530170069,0.1161603676226714
WDH,水滴,USD,2024-12-31,Q,6453665000,1580097000,105783000,686824000,621287000,54265000,93403000,1936000,7.900859608866318,9.54203697016994,0.1064238692277954
WDH,水滴,USD,2024-09-30,Q,6228563000,1516916000,98973000,704141000,340560000,52951000,87312000,-7843000,7.519942738741246,51.63468680278523,0.1130503135313876
DUO,房多多,USD,2024-12-31,A,731189000,347888000,30833000,339104000,277356000,24775000,20648000,-7655000,7.306018212701708,18.20916297065207,0.4637706530049002
DUO,房多多,USD,2023-12-31,A,769901000,578404000,-91753000,284957000,243763000,32142000,-94993000,-1889000,11.27959657071067,14.45621620104086,0.3701216130385595
DUO,房多多,USD,2022-12-31,A,1076679000,981285000,-244038000,245948000,221213000,65971000,-232101000,7487000,26.82314960886041,10.0570039195277,0.2284320582086211
DUO,房多多,USD,2021-12-31,A,1912983000,1609306000,-1171165000,942380000,835873000,167530000,-1194090000,8907000,17.77732973959549,11.30191642437233,0.4926233008866258
CLIK,Click Holdings Ltd,USD,2025-06-30,A,141427390,20040340,-7933627,83548892,70753797,,-7750311,186151,,15.31449992179429,0.5907546763042152
CLIK,Click Holdings Ltd,USD,2024-12-31,A,,,935799,7993949,6104311,,1060855,125056,,23.63835446035495,
CLIK,Click Holdings Ltd,USD,2023-12-31,A,12861962.7136,9710408.6378,6272124.4521,44206526.5876,30915363.4465,,7028486.1777,756361.7256,,30.0660652783071,3.436996947663115
